circuit_name,circuit_qubits,observable,mode,backend,perf_exp_val,result,absolute_error,distance_to_noisy_vanilla,time_total_s,shots_requested,shots_executed,shots_saved,num_fragments,num_variants,total_allocated_variant_shots,total_executed_variant_shots,min_allocated_shots_per_variant,max_allocated_shots_per_variant,min_executed_shots_per_variant,max_executed_shots_per_variant,executed_shots_per_variant
0_Clifford+T_001,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,5.551115123125783e-17,0.011504640000000073,0.011504640000000017,0.002804640000000023,123.67017190670595,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_001,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,5.551115123125783e-17,0.03716320000000001,0.03716319999999995,0.02846319999999996,1605.3499989509583,20000,19950,50,2,32,20000,19950,625,625,600,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-600-625-625-625-625-600-625-625-625-625-625-625-625-625-625-625]
0_Clifford+T_001,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,5.551115123125783e-17,0.0021914859098529963,0.0021914859098529408,0.006508514090147053,2024.7811231659725,20000,20000,0,2,32,20000,20000,577,673,577,673,[673-673-673-673-673-673-673-673-673-673-673-673-673-673-673-673-577-577-577-577-577-577-577-577-577-577-577-577-577-577-577-577]
0_Clifford+T_001,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,5.551115123125783e-17,0.0022249633679352647,0.002224963367935209,0.006475036632064785,106.93481697421521,20000,20000,0,2,32,20000,20000,577,673,577,673,[673-673-673-673-673-673-673-673-673-673-673-673-673-673-673-673-577-577-577-577-577-577-577-577-577-577-577-577-577-577-577-577]
0_Clifford+T_001,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,5.551115123125783e-17,0.00870000000000005,0.008699999999999994,0.00870000000000005,5.357716165017337,20000,20000,0,,,,,,,,,
1_Clifford+T_002,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,-0.9999999999999998,-0.6355353600000001,0.3644646399999997,0.01716463999999951,182.84123428771272,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_002,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,-0.9999999999999998,-0.60831104,0.39168895999999975,0.04438895999999959,1324.0898306760937,20000,19550,450,2,32,20000,19550,625,625,500,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-550-600-500-600-600-625-550-625-625-625-600-550-625-625]
1_Clifford+T_002,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,-0.9999999999999998,-0.5821686912298096,0.41783130877019015,0.07053130877018998,1353.461436307989,20000,19417,583,2,32,20000,19417,481,769,481,769,[750-750-769-600-650-550-750-750-769-769-769-769-769-769-769-769-481-481-481-481-481-481-481-481-481-481-481-481-481-481-481-481]
1_Clifford+T_002,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,-0.9999999999999998,-0.6013398614178849,0.3986601385821149,0.051360138582114745,121.04755882034078,20000,20000,0,2,32,20000,20000,481,769,481,769,[769-769-769-769-769-769-769-769-769-769-769-769-769-769-769-769-481-481-481-481-481-481-481-481-481-481-481-481-481-481-481-481]
1_Clifford+T_002,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,-0.9999999999999998,-0.6526999999999996,0.34730000000000016,0.6526999999999996,6.434602069668472,20000,20000,0,,,,,,,,,
2_Clifford+T_011,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,0.0,-0.0032460800000000093,0.0032460800000000093,0.02204608000000011,40.057817321736366,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
2_Clifford+T_011,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,0.0,0.029454398022139953,0.029454398022139953,0.010654398022139851,617.3119698558003,20000,9150,10850,2,8,20000,9150,2500,2500,450,1850,[1550-1650-1850-1750-600-650-450-650]
2_Clifford+T_011,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,0.0,-0.041938969786969774,0.041938969786969774,0.060738969786969875,596.4302693735808,20000,9200,10800,2,8,20000,9200,1250,3750,500,1850,[1600-1650-1850-1750-550-650-650-500]
2_Clifford+T_011,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,0.0,-0.024477866666666653,0.024477866666666653,0.043277866666666755,28.555281721055508,20000,20000,0,2,8,20000,20000,1250,3750,1250,3750,[3750-3750-3750-3750-1250-1250-1250-1250]
2_Clifford+T_011,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,0.0,0.0188000000000001,0.0188000000000001,0.0188000000000001,3.333451561164111,20000,20000,0,,,,,,,,,
3_Clifford+T_015,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,0.0,-0.008676480000000032,0.008676480000000032,0.021476480000000072,44.74578715581447,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
3_Clifford+T_015,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,0.0,-0.011610257550067688,0.011610257550067688,0.02441025755006773,566.5866196090356,20000,8800,11200,2,8,20000,8800,2500,2500,600,1700,[1250-1450-1700-1650-600-650-750-750]
3_Clifford+T_015,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,0.0,0.02976023073700492,0.02976023073700492,0.01696023073700488,568.1408146936446,20000,8550,11450,2,8,20000,8550,1250,3750,550,1750,[1250-1400-1750-1550-600-550-650-800]
3_Clifford+T_015,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,0.0,-0.01631914666666671,0.01631914666666671,0.02911914666666675,23.558151105884463,20000,20000,0,2,8,20000,20000,1250,3750,1250,3750,[3750-3750-3750-3750-1250-1250-1250-1250]
3_Clifford+T_015,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,0.0,0.01280000000000004,0.01280000000000004,0.01280000000000004,6.323131705168635,20000,20000,0,,,,,,,,,
4_Clifford+T_017,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,-0.9999999999999998,-0.95726176,0.042738239999999816,0.3042617600000004,39.13674025423825,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
4_Clifford+T_017,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,-0.9999999999999998,-0.9699971134252744,0.030002886574725385,0.3169971134252748,369.7464027791284,20000,5400,14600,2,8,20000,5400,2500,2500,450,950,[750-800-950-850-450-500-550-550]
4_Clifford+T_017,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,-0.9999999999999998,-0.9601986291486287,0.03980137085137103,0.30719862914862917,350.94167519081384,20000,5300,14700,2,8,20000,5300,909,4091,400,1050,[800-800-1050-900-400-400-550-400]
4_Clifford+T_017,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,-0.9999999999999998,-0.952946162374732,0.047053837625267825,0.2999461623747324,33.49219482485205,20000,20000,0,2,8,20000,20000,909,4091,909,4091,[4091-4091-4091-4091-909-909-909-909]
4_Clifford+T_017,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,-0.9999999999999998,-0.6529999999999996,0.3470000000000002,0.6529999999999996,4.703900939319283,20000,20000,0,,,,,,,,,
5_Clifford+T_025,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,0.0,-0.00234271999999998,0.00234271999999998,0.01694272000000001,43.76814045896754,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
5_Clifford+T_025,11,ZIIIIIIIIII,cut_incremental_budget,aer.fake_torino,0.0,0.0013383777512809218,0.0013383777512809218,0.013261622248719108,556.564901533071,20000,7750,12250,2,8,20000,7750,2500,2500,550,1550,[550-650-650-700-1150-1100-1400-1550]
5_Clifford+T_025,11,ZIIIIIIIIII,cut_incremental_qubit_prop,aer.fake_torino,0.0,-0.041902150023889174,0.041902150023889174,0.056502150023889204,522.2959236521274,20000,7800,12200,2,8,20000,7800,1364,3636,500,1600,[500-600-650-750-1150-1150-1600-1400]
5_Clifford+T_025,11,ZIIIIIIIIII,cut_qubit_prop,aer.fake_torino,0.0,-0.007209591926934618,0.007209591926934618,0.021809591926934647,28.783699843566865,20000,20000,0,2,8,20000,20000,1364,3636,1364,3636,[1364-1364-1364-1364-3636-3636-3636-3636]
5_Clifford+T_025,11,ZIIIIIIIIII,noisy_vanilla,aer.fake_torino,0.0,0.01460000000000003,0.01460000000000003,0.01460000000000003,3.404149267822504,20000,20000,0,,,,,,,,,
6_Clifford+T_026,11,ZIIIIIIIIII,cut_divided_budget,aer.fake_torino,0.9999999999999991,0.6677923199999994,0.33220767999999967,0.0013076800000014766,37.840348885860294,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
