circuit_name,circuit_qubits,observable,mode,budget,backend,perf_exp_val,result,absolute_error,distance_to_noisy_vanilla,time_total_s,shots_requested,shots_executed,shots_saved,num_fragments,num_variants,total_allocated_variant_shots,total_executed_variant_shots,min_allocated_shots_per_variant,max_allocated_shots_per_variant,min_executed_shots_per_variant,max_executed_shots_per_variant,executed_shots_per_variant
0_Clifford+T_001,12,ZIIIIIIIIIII,cut_divided_budget,20000,aer.fake_kawasaki,5.551115123125783e-17,0.03228224000000002,0.03228223999999996,0.032182239999999966,65.53586058598012,20000,20000,0,2,8,20000,20000,2500,2500,2500,2500,[2500-2500-2500-2500-2500-2500-2500-2500]
0_Clifford+T_001,12,ZIIIIIIIIIII,cut_incremental_budget,20000,aer.fake_kawasaki,5.551115123125783e-17,-0.01178808123249298,0.011788081232493036,0.01188808123249303,255.31295338101336,20000,8550,11450,2,8,20000,8550,2500,2500,400,1750,[1700-1750-1600-1500-400-400-600-600]
0_Clifford+T_001,12,ZIIIIIIIIIII,cut_incremental_qubit_prop,20000,aer.fake_kawasaki,5.551115123125783e-17,-0.006563392434862964,0.006563392434863019,0.006663392434863014,283.55460138001945,20000,8600,11400,2,8,20000,8600,1667,3333,400,1800,[1550-1800-1750-1450-400-450-500-700]
0_Clifford+T_001,12,ZIIIIIIIIIII,cut_qubit_prop,20000,aer.fake_kawasaki,5.551115123125783e-17,-0.005061633937838898,0.0050616339378389535,0.0051616339378389485,15.485549598000944,20000,20000,0,2,8,20000,20000,1667,3333,1667,3333,[3333-3333-3333-3333-1667-1667-1667-1667]
0_Clifford+T_001,12,ZIIIIIIIIIII,noisy_vanilla,20000,aer.fake_kawasaki,5.551115123125783e-17,0.00010000000000005043,9.999999999999492e-05,0.00010000000000005043,11.218321210995782,20000,20000,0,,,,,,,,,
1_Clifford+T_002,12,ZIIIIIIIIIII,cut_divided_budget,20000,aer.fake_kawasaki,0.9999999999999998,0.9952000000000003,0.004799999999999471,0.06650000000000045,52.23121875998913,20000,20000,0,2,32,20000,20000,625,625,625,625,[625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625-625]
1_Clifford+T_002,12,ZIIIIIIIIIII,cut_incremental_budget,20000,aer.fake_kawasaki,0.9999999999999998,0.9851051851851855,0.01489481481481425,0.05640518518518567,553.7239054969978,20000,17875,2125,2,32,20000,17875,625,625,400,625,[625-625-625-625-625-600-625-625-625-625-625-625-625-625-625-625-400-500-550-450-400-400-450-500-600-550-550-500-550-550-450-500]
1_Clifford+T_002,12,ZIIIIIIIIIII,cut_incremental_qubit_prop,20000,aer.fake_kawasaki,0.9999999999999998,0.9882353495562658,0.011764650443733982,0.05953534955626594,552.7424347760098,20000,17284,2716,2,32,20000,17284,268,982,268,982,[700-550-850-650-700-650-800-750-850-700-982-982-950-950-982-950-268-268-268-268-268-268-268-268-268-268-268-268-268-268-268-268]
1_Clifford+T_002,12,ZIIIIIIIIIII,cut_qubit_prop,20000,aer.fake_kawasaki,0.9999999999999998,0.9803097546888773,0.019690245311122512,0.05160975468887741,43.15777841201634,20000,20000,0,2,32,20000,20000,268,982,268,982,[982-982-982-982-982-982-982-982-982-982-982-982-982-982-982-982-268-268-268-268-268-268-268-268-268-268-268-268-268-268-268-268]
1_Clifford+T_002,12,ZIIIIIIIIIII,noisy_vanilla,20000,aer.fake_kawasaki,0.9999999999999998,0.9286999999999999,0.07129999999999992,0.9286999999999999,2.659132962988224,20000,20000,0,,,,,,,,,
